Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
180,0.0,0.8087000250816345,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", My week on Twitter K Mentions M Mention Reach K Likes K Retweets K Replies See yours wit 
181,2.0,0.63919997215271,"be, go, see, ill, man, home, happy, people, want, could", Didn he see the movieMarchMadness SundayFunday 
182,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Cool 
183,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", precision 
184,9.0,0.7368000149726868,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Lol i dont get it 
185,8.0,0.6998000144958496,"love, know, patriot, sad, ready, post, wish, sure, name, make", Once a Mom Always a mother mothers love is unconditional 
186,2.0,0.63919997215271,"be, go, see, ill, man, home, happy, people, want, could", Happy mom 
187,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Mawwwwmmmm 
188,2.0,0.6521999835968018,"be, go, see, ill, man, home, happy, people, want, could", Truly amazing ut so is the camera man 
189,8.0,0.9024999737739563,"love, know, patriot, sad, ready, post, wish, sure, name, make", Pakistan Flights suspended roads on lockdown following alleged firing explosion near Multan Airport 
190,4.0,0.6582000255584717,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Defeat Narendra Modi else he will e PM forever Delhi Chief Minister Arvind Kejriwal 
191,0.0,0.7307000160217285,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Both are enjoying the time together 
192,1.0,0.3935999870300293,"have, stay, een, life, court, try, large, crime, news, bahria_town", A moms life is a wonderful life 
193,7.0,0.5824000239372253,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Hey Tom I thought it was A Wonderful Life 
194,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Adorale 
195,5.0,0.661899983882904,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Mrs HallTom if I told you once I told you a hundred times Get off my ack 
196,8.0,0.3398999869823456,"love, know, patriot, sad, ready, post, wish, sure, name, make", Happy mother 
197,8.0,0.4851999878883362,"love, know, patriot, sad, ready, post, wish, sure, name, make", You have NO idea 
198,9.0,0.5845000147819519,"day, good_morn, morning, not, do, sweet, get, good, right, fly", They are so much more patient than human mothers I think But then they arent trying to reak a glass ceiling at work in addition to taking care of their kids 
199,2.0,0.6998999714851379,"be, go, see, ill, man, home, happy, people, want, could", Cant eat without them Take a ath without them Go potty without them But well die for the little dears A mom is a mom Period 
200,7.0,0.5824999809265137,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Wow nice everyone please cheers to Tom 
201,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Ohhh yeah 
202,9.0,0.14830000698566437,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Woo Hoo Yalsa 
203,3.0,0.44110000133514404,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Worse still perhaps he did see the movie and just didnt elieve the science I hear thats a thing 
204,6.0,0.7631000280380249,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", LOLOLmy fav Christmas flick 
205,9.0,0.5562999844551086,"day, good_morn, morning, not, do, sweet, get, good, right, fly", stuck Stuck STUUCKK Oh Ralphie dont leave me please PLEASE 
206,5.0,0.649399995803833,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", smart lol 
207,8.0,0.4921000003814697,"love, know, patriot, sad, ready, post, wish, sure, name, make", just imagine no one home what will happen 
208,7.0,0.7698000073432922,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", As efore on a numer of occasions I think of Darwin 
209,6.0,0.4778999984264374,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", He is literally speaking in tongues 
210,9.0,0.147599995136261,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Stupid He is dude 
211,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Ups 
212,7.0,0.6316999793052673,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Tom is he retarded 
213,9.0,0.7368999719619751,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Lmao Serves him right 
214,3.0,0.8939999938011169,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Yeah Girl Apparently hes from Missouri Girl GotToBeShowed YeahGirl SistaSpeaks BeardieLife ShowMe 
215,4.0,0.7192999720573425,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Best laugh I had todaythanks 
216,5.0,0.349700003862381,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", You would think 
217,5.0,0.8154000043869019,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Sold out show at this eautiful theatre tonight 
218,5.0,0.7301999926567078,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Avoid Iceerg is coming 
219,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", What a picture 
220,2.0,0.4964999854564667,"be, go, see, ill, man, home, happy, people, want, could", That is something you call in late to work for ecause you totally have to see an iceerg pass your 
221,9.0,0.7368000149726868,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Red Right Returning 
222,9.0,0.6230999827384949,"day, good_morn, morning, not, do, sweet, get, good, right, fly", is that normal i dont think so ut i guess this is going to e the norm 
223,9.0,0.661899983882904,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Where do you get this stuff Or is it all happening right outside yer window 
224,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Oh God its humongous 
225,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Wow 
226,9.0,0.3043999969959259,"day, good_morn, morning, not, do, sweet, get, good, right, fly", What Thats the craziest thing Ive seen all day Thanks for sharing Tom 
227,1.0,0.48919999599456787,"have, stay, een, life, court, try, large, crime, news, bahria_town", Was that the PM express to Denmark I knew I should have left sooner 
228,1.0,0.48919999599456787,"have, stay, een, life, court, try, large, crime, news, bahria_town", Was that the PM express to Denmark I knew I should have left sooner 
229,9.0,0.6578999757766724,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Iceland Sunday 
230,3.0,0.4860999882221222,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", The greatest 
231,9.0,0.14830000698566437,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Is he wearing a raccoonskin cap 
232,7.0,0.4903999865055084,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Listening to China Girl David Bowie 
233,7.0,0.7152000069618225,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Listening to Golden Years David Bowie Ol Smokey gave his stretchy arm of approval 
234,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Cool 
235,3.0,0.6998999714851379,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Incredile IceMountain Good video Greatest escene 
236,2.0,0.8709999918937683,"be, go, see, ill, man, home, happy, people, want, could", I usually prefer my ice cues crushed But I could go for a rock once in a while 
237,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Wow 
238,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Wow 
239,2.0,0.4424999952316284,"be, go, see, ill, man, home, happy, people, want, could", WOW If I had not had a drink efore seeing this Im SURE I would e heading straight for one at this point 
240,4.0,0.47999998927116394,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", that was awesome 
241,8.0,0.7226999998092651,"love, know, patriot, sad, ready, post, wish, sure, name, make", Holy mother of Iceergs 
242,9.0,0.147599995136261,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Beep eep 
243,2.0,0.7222999930381775,"be, go, see, ill, man, home, happy, people, want, could", One of the planets natural wonders 
244,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Wow 
245,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", wow so cool 
246,6.0,0.47780001163482666,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", I Would Be In Awe Watching That 
247,9.0,0.5023999810218811,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Is it using the carpool laneit doesnt matter when ur as ig as an island u go where u want 
248,0.0,0.8406000137329102,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Cool how the ottom of the iceerg appears to catch on something 
249,2.0,0.5346999764442444,"be, go, see, ill, man, home, happy, people, want, could", Every time I see one of those iceergs I think to myself how much fresh water could e harvested from one of those Yet we just let them melt in the ocean 
250,9.0,0.657800018787384,"day, good_morn, morning, not, do, sweet, get, good, right, fly", wow nice ice 
251,5.0,0.349700003862381,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Amazing to watch 
252,2.0,0.6521000266075134,"be, go, see, ill, man, home, happy, people, want, could", I wouldnt want a home on the seafront in Greenland 
253,0.0,0.2696000039577484,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Thats pretty amazing 
254,4.0,0.6358000040054321,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Wow Run for the hills 
255,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Wow 
256,3.0,0.4925000071525574,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Although magnificent Its not a great sign 
257,8.0,0.4918999969959259,"love, know, patriot, sad, ready, post, wish, sure, name, make", I like the natural always eautiful 
258,1.0,0.714900016784668,"have, stay, een, life, court, try, large, crime, news, bahria_town", Out of all those irds not one tried the orange 
259,9.0,0.6620000004768372,"day, good_morn, morning, not, do, sweet, get, good, right, fly", new aies They left their nest this Sunday 
260,9.0,0.5116999745368958,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Beautiful 
261,1.0,0.48910000920295715,"have, stay, een, life, court, try, large, crime, news, bahria_town", The orange ird isnt moving 
262,7.0,0.6962000131607056,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", I grew up with a Zera finch He lived to e years old 
263,9.0,0.27570000290870667,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Beautiful I love irds 
264,3.0,0.7896999716758728,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", ArchieLakeland Theres no etter way to spend the day ut chasing my ChuckitUK orlee dogsoftwitter dogslife BestDogPhotos dog 
265,1.0,0.8048999905586243,"have, stay, een, life, court, try, large, crime, news, bahria_town", SatelliteTracy GuruGryff Alice_The_Welsh Joulesclothing Countrylifemag DGandyOfficial 
266,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", ertie_lakeland 
267,0.0,0.7305999994277954,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", ertie_lakeland Hallooooooo Cuthert 
268,5.0,0.7300999760627747,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", montysdognellie VivianLamert Errrrr once or twice 
269,1.0,0.6535000205039978,"have, stay, een, life, court, try, large, crime, news, bahria_town", CakeTowers ertie_lakeland SatelliteTracy Alice_The_Welsh GuruGryff Joulesclothing Countrylifemag DGandyOfficial 
270,3.0,0.76419997215271,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", HelenPorter De most annoying toy ever and it my favourwit Westie ZSHQ dogsoftwitter 
271,7.0,0.8324999809265137,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", ArchieLakeland RitaFinlay He looks remarkaly healthy Archie 
272,1.0,0.5809000134468079,"have, stay, een, life, court, try, large, crime, news, bahria_town", GuruGryff RitaFinlay Very Peaky Blinders 
273,9.0,0.5985999703407288,"day, good_morn, morning, not, do, sweet, get, good, right, fly", GuruGryff Frogs legs anyone 
274,1.0,0.8909000158309937,"have, stay, een, life, court, try, large, crime, news, bahria_town", SatelliteTracy Alice_The_Welsh GuruGryff Joulesclothing Countrylifemag DGandyOfficial Ralfs does look rather stylish 
275,1.0,0.7148000001907349,"have, stay, een, life, court, try, large, crime, news, bahria_town", SatelliteTracy Hiya Norm 
276,1.0,0.6292999982833862,"have, stay, een, life, court, try, large, crime, news, bahria_town", SatelliteTracy Norm 
277,6.0,0.6912999749183655,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", mycharlirown Awww Delilah Charlis est girl 
278,0.0,0.5683000087738037,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", goldenprincessG ertie_lakeland The_Monty_Dog DavidWilding VivianLamert Woozle_Taffy ArchieLakeland 
279,0.0,0.5683000087738037,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", goldenprincessG ertie_lakeland The_Monty_Dog DavidWilding VivianLamert Woozle_Taffy ArchieLakeland 
280,2.0,0.6154999732971191,"be, go, see, ill, man, home, happy, people, want, could", GuruGryff Alice_The_Welsh Joulesclothing Ooh yes He has made a previous appearance in Countrylifemag as well 
281,5.0,0.840499997138977,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", VivianLamert Here comes Walter on Carne each this afternoon He was practising for TongueOutTuesday 
282,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", oscarfoxterrier Of what 
283,9.0,0.6642000079154968,"day, good_morn, morning, not, do, sweet, get, good, right, fly", montysdognellie Monty has een reading all aout the use of amoo for scaffolding I dont know why ut I do know its UniversityCha 
284,7.0,0.4860000014305115,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", VivianLamert Very usy on the each today 
285,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DavidWilding Thankyou David 
286,0.0,0.35040000081062317,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", RitaFinlay No never 
287,0.0,0.7811999917030334,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", lakey_lola ertie_lakeland Thanks Lola 
288,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", macsen_y_ci 
289,0.0,0.7810999751091003,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Ruedeladanse ertie_lakeland Thanks Isadora 
290,9.0,0.6620000004768372,"day, good_morn, morning, not, do, sweet, get, good, right, fly", CakeTowers arkyairedale Oh yuss she couldnt e without flowers 
291,8.0,0.3391999900341034,"love, know, patriot, sad, ready, post, wish, sure, name, make", Now just who did this make me think of 
292,7.0,0.6317999958992004,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", ArchieLakeland arkyairedale Yes they are Archie 
293,0.0,0.5,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DavidWilding What a unch of numpties 
294,0.0,0.4065000116825104,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DavidWilding arkyairedale Thanks David 
295,7.0,0.8061000108718872,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", gillgallagher arkyairedale Thankyou i dout it looks like that now 
296,2.0,0.4848000109195709,"be, go, see, ill, man, home, happy, people, want, could", jennystape 
297,7.0,0.4742000102996826,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", arkyairedale Thankyou 
298,2.0,0.774399995803833,"be, go, see, ill, man, home, happy, people, want, could", jennystape Happy Birthday to me DadLuffs yer 
299,2.0,0.8359000086784363,"be, go, see, ill, man, home, happy, people, want, could", jennystape Awww Happy Birthday Ruperts Dad 
300,7.0,0.732699990272522,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", arkyairedale Just a it igger than a little Apso sitting on the arm of the chair 
301,7.0,0.4742000102996826,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", arkyairedale 
302,7.0,0.5328999757766724,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", arkyairedale Faced with this sight it made me try to think of the last time I was ale to have a meal all to myself Or to eat anythi 
303,0.0,0.6621000170707703,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", lakey_lola ArchieLakeland DogsAreLove BestDogPhotos dogandpuplovers Hehe Typical terrier one word from Mum and do the opposite 
304,0.0,0.6875,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", lakey_lola And resume LakelandTerrier WallWalking this time with a stop to check on my peemails and sorry aout mum ruish vi 
305,0.0,0.5584999918937683,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", PeleTerrier FrecklesChimes ArchieLakeland ertie_lakeland The_Monty_Dog Alice_The_Welsh 
306,0.0,0.7387999892234802,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", PeleTerrier FrecklesChimes We needs to start uildin de terrier teamyou can do jumpin me wrestlin ArchieLakeland footall 
307,0.0,0.730400025844574,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DawnFionaJohns PeleTerrier FrecklesChimes ArchieLakeland ertie_lakeland The_Monty_Dog Alice_The_Welsh mollie_Apso Jed is g 
308,0.0,0.6380000114440918,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DawnFionaJohns PeleTerrier FrecklesChimes ArchieLakeland ertie_lakeland The_Monty_Dog Alice_The_Welsh Th 
309,2.0,0.63919997215271,"be, go, see, ill, man, home, happy, people, want, could", jennystape On me ench 
310,2.0,0.5633000135421753,"be, go, see, ill, man, home, happy, people, want, could", ChukkaBennett Woooow Look at all the people coming in to my office 
311,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", MrStinkEsq 
312,7.0,0.769599974155426,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", PeleTerrier Pawjus Miss Pele 
313,6.0,0.3686000108718872,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", EamonTheWheaten List of specific items eing recalled y Hill 
314,0.0,0.6498000025749207,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", PFezzwig DavidWilding 
315,9.0,0.147599995136261,"day, good_morn, morning, not, do, sweet, get, good, right, fly", LCFCFoxes_com Emile Heskey 
316,3.0,0.7229999899864197,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Marcuspdm Brilliant Fred where is it 
317,3.0,0.8105000257492065,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Marcuspdm Now this is what I call a dog friendly cafe 
318,4.0,0.803600013256073,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", CoolGusPu Dogfucious sayWhen day at wooffice is ruff horizontal life pause one must takeMondayMorning 
319,9.0,0.7856000065803528,"day, good_morn, morning, not, do, sweet, get, good, right, fly", PFezzwig Have you seen Mr Rudy daigneault new cart Maye you should get Ma one of those to take you in 
320,8.0,0.5350000262260437,"love, know, patriot, sad, ready, post, wish, sure, name, make", EamonTheWheaten This also happened to a friend of mine and he almost died Please discard your ediles safely and away from pets and k 
321,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", SandraStus He is to us 
322,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", RoxiSchnauzzie 
323,4.0,0.4415000081062317,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", daigneault nd run more tweeks ut it handling etter and now I can turn 
324,2.0,0.722100019454956,"be, go, see, ill, man, home, happy, people, want, could", NormanTheCairn jennystape asset_ella 
325,9.0,0.7809000015258789,"day, good_morn, morning, not, do, sweet, get, good, right, fly", NormanTheCairn Bestie look what yer done now I told you to drink the noggy egg discretely yer just had to flaunt it didnt yer 
326,3.0,0.7768999934196472,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", EamonTheWheaten Hills expands recall of canned dog food for toxic levels of vitamin D dogs recall pets 
327,5.0,0.8373000025749207,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", EMTrains Beginning to plan your Easter expeditions We have major engineering work eing carried out across our routes this April We 
328,9.0,0.5042999982833862,"day, good_morn, morning, not, do, sweet, get, good, right, fly", mycharlirown Best place to e on a day like today 
329,0.0,0.6496999859809875,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", PFezzwig Snuggler 
330,3.0,0.7598999738693237,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", PFezzwig Hello effryone was going out to help ma today ut Ive plumped for a midmorning cuddle efore we go Hope you all have the 
331,9.0,0.7645000219345093,"day, good_morn, morning, not, do, sweet, get, good, right, fly", MajorLeagueMali Just landed in LA It good to e home Dodgers opening day in tminus three days losangeles dodgers dod 
332,4.0,0.6358000040054321,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", KeithMaxwell sajidjavid theresa_may It does ut with too many constraints 
333,0.0,0.40630000829696655,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", ertie_lakeland Coooooor youre looking most hondsome yourself 
334,9.0,0.7775999903678894,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Whoopi Mama left a plate of acon on the ottoman and I didnt touch it I got lots of praise for that CDNGuideDogs 
335,5.0,0.7303000092506409,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", VivianLamert Hi Viv and Walter 
336,3.0,0.5875999927520752,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Radar Best way to do it Radar 
337,9.0,0.8263999819755554,"day, good_morn, morning, not, do, sweet, get, good, right, fly", AllotmentCat LottoGoodCauses GayLogan uniirmingham irmingham_live Good to see that GayLogan is encouraging locals to get in 
338,9.0,0.5717999935150146,"day, good_morn, morning, not, do, sweet, get, good, right, fly", ertie_lakeland Good afternoon Bertie have a supaw day 
339,3.0,0.6850000023841858,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", ArchieLakeland What a great way to start the day on my each Have a fa week pals dogsoftwitter dogslife BestDogPhotos doga 
340,3.0,0.7229999899864197,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", dandy_wire On me way Mr Dandy 
341,7.0,0.6541000008583069,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", PeleTerrier Youll look splendid when its done although ill miss your punky topknot 
342,9.0,0.1468999981880188,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Velmajinkies Thankyou he is to us 
343,4.0,0.6358000040054321,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", jacquistephens Yes as did so many 
344,0.0,0.6499999761581421,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", AlfieCr No never 
345,9.0,0.5060999989509583,"day, good_morn, morning, not, do, sweet, get, good, right, fly", CakeTowers Thanks Kate 
346,0.0,0.7307000160217285,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", KayGreg Thanks Kay 
347,0.0,0.6499999761581421,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", luna_rescue_dog Thanks Luna 
348,5.0,0.6575000286102295,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", DulinIrishPup Paws xd alls ok 
349,1.0,0.7681999802589417,"have, stay, een, life, court, try, large, crime, news, bahria_town", DulinIrishPup stay safe Dulin 
350,3.0,0.7979000210762024,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", years ago today PAs Great Uncle Pvt Rowland Jordan ndth Btn Royal Leicestershire Regt made the ulti 
351,3.0,0.4860999882221222,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", WheatenMaggie 
352,3.0,0.7749999761581421,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", WheatenMaggie Great nosh wecallitswede 
353,3.0,0.8464999794960022,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", WheatenMaggie Special supper with roasty chicken and carrot and turnip wecallitturnip chicken dogsoftwitter dogs scwt wheatent 
354,8.0,0.9024999737739563,"love, know, patriot, sad, ready, post, wish, sure, name, make", jcosrangerjason Current conditions on JeffcoTrails in Evergreen Colorado Visiility less than a quartermile with rapidly deteriorat 
355,3.0,0.4860000014305115,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Maggarooo 
356,3.0,0.6401000022888184,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Maggarooo Did you win 
357,8.0,0.49219998717308044,"love, know, patriot, sad, ready, post, wish, sure, name, make", WheatenMaggie PA used to love it when she cooked it 
358,3.0,0.5501999855041504,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", WheatenMaggie It looks like what great granma used to call an Irish oil 
359,9.0,0.7860999703407288,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Sweet dreamy eyes Monty 
360,3.0,0.5490999817848206,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Fanks pal Mum noticed it I didnt as was napping shes going to ed and hope no more it was odd Its the second time since Ive een orn yikes 
361,8.0,0.5267000198364258,"love, know, patriot, sad, ready, post, wish, sure, name, make", If you ever need a hand Im always up for a squizzer attack 
362,8.0,0.48539999127388,"love, know, patriot, sad, ready, post, wish, sure, name, make", For sure 
363,4.0,0.2888000011444092,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", thats exactly what we need pal youll e good at it and we will protect you for sure 
364,9.0,0.5995000004768372,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Im hoping one day Ill e ale to pull my Doerman friend in a larger cart shes getting old and has the woles 
365,9.0,0.7742000222206116,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Super fun day ike riding around Scottsdale with some friends I did get one flat tire ut I was pup and running in no time sundayfunday ikeride ikelife exercise 
366,2.0,0.7224000096321106,"be, go, see, ill, man, home, happy, people, want, could", It was Yummy iwouldcallitswede ut not rutaaga 
367,9.0,0.5062999725341797,"day, good_morn, morning, not, do, sweet, get, good, right, fly", I wont tell anyone 
368,0.0,0.6579999923706055,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", I hate to admit itut I likes my crunchies too 
369,8.0,0.6772000193595886,"love, know, patriot, sad, ready, post, wish, sure, name, make", Bol I do that too sometimes I loves all food even me crunchies 
370,2.0,0.5335999727249146,"be, go, see, ill, man, home, happy, people, want, could", Some good I always pick the people food out of my owl and leave my dog food to go get food from my moms plateand when hers is gone I eat the rest of my dog food Im a sneaky little ugger 
371,3.0,0.8349999785423279,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Special supper with roasty chicken and carrot and turnip wecallitturnip chicken dogsoftwitter dogs scwt wheatenterrier 
372,1.0,0.6294000148773193,"have, stay, een, life, court, try, large, crime, news, bahria_town", Learning from the professionals 
373,9.0,0.6802999973297119,"day, good_morn, morning, not, do, sweet, get, good, right, fly", A full day today Two morning walks visiting all my friends at church a NASCAR race and then a long walk after dinner Now Im napping efore a quick athroom reak and ed goodnight toomanyzoomies 
374,1.0,0.538100004196167,"have, stay, een, life, court, try, large, crime, news, bahria_town", The contest keeps going until Fri But Ive taken the lead thanks to all who have een voting 
375,0.0,0.6499999761581421,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Its pretty tasty 
376,1.0,0.6262999773025513,"have, stay, een, life, court, try, large, crime, news, bahria_town", Mellow night around here Just chewin my one and listening to some tunes with Its a RuffLife I think Ill just Ramle On 
377,3.0,0.7749000191688538,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", I hope I will Contest goes on until Friday 
378,3.0,0.7231000065803528,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Did you win I votes Congrats if u did 
